Industry_Type,Region,Country,Year,Co2_Emissions_MetricTons,Energy_Consumption_TWh,Automobile_Co2_Emissions_MetricTons,Industrial_Co2_Emissions_MetricTons,Agriculture_Co2_Emissions_MetricTons,Domestic_Co2_Emissions_MetricTons,total_CO2_EMISSION
Mining,Africa,Germany,2009,103.16,100.8,13.04,122.17,3.8,13.63,356.6
Construction,Asia,USA,2000,286.38,862.1,44.94,47.87,0.43,12.58,1254.3
Manufacturing,Europe,USA,2000,170.63,497.26,34.74,109.06,39.95,16.75,868.39
Mining,Africa,USA,2002,22.14,660.64,86.8,133.89,24.55,8.86,936.88
Construction,Asia,Germany,2010,211.07,815.46,48.99,102.11,28.3,17.79,1223.72
Manufacturing,South America,USA,2018,161.41,304.67,42.68,61.79,45.36,19.77,635.68
Mining,Oceania,Canada,2008,171.99,954.26,24.46,171.42,28,7.12,1357.25
Construction,South America,Brazil,2012,298.23,84.19,95.75,27.27,12.75,3.36,521.55
Construction,Asia,China,2021,46.18,527.9,96.12,8.66,22.44,3.44,704.74
Construction,South America,China,2003,197.21,255.18,36.74,165.77,24.29,7.8,686.99
Mining,Asia,Australia,2019,137.89,408.24,92.91,6.93,34.12,8.33,688.42
Manufacturing,Asia,China,2022,81.93,449.14,61.9,97.49,17.65,19.25,727.36
Manufacturing,South America,USA,2005,208.22,914.55,78.13,107.61,42,17.14,1367.65
Energy,North America,China,2001,200.63,441.86,9.08,67.74,26.84,19.49,765.64
Construction,Europe,South Africa,2008,257.02,698.1,2.23,55.24,27.33,11.57,1051.49
Energy,Africa,USA,2017,263.72,951.79,51.46,148.08,38.02,0.83,1453.9
Energy,Oceania,South Africa,2003,168.76,494.79,7.68,73.33,4.19,6.81,755.56
Manufacturing,Europe,Brazil,2000,98.01,408.61,89.18,24.83,44.42,17.22,682.27
Mining,Africa,South Africa,2000,159.11,972.98,82.03,92.69,9.8,10.79,1327.4
Mining,Africa,Brazil,2019,108.1,827.76,71.51,145.3,16.71,12.44,1181.82
Manufacturing,Oceania,Germany,2016,83.57,939.8,3.24,61.69,4.67,12.38,1105.35
Mining,Europe,Germany,2018,165.7,397.53,45.89,26.51,23.61,19.48,678.72
Energy,Oceania,Australia,2002,197.55,696.48,7.9,68.29,16.98,10.73,997.93
Construction,Asia,South Africa,2022,177.38,249.99,92.87,109.14,10.88,14.03,654.29
Manufacturing,Oceania,India,2021,286.35,865.89,61.3,20.44,8.91,2.03,1244.92
Construction,South America,Brazil,2022,89.94,933.11,15.74,46.98,7.08,8.99,1101.84
Mining,North America,Canada,2016,112.02,268.23,56.1,194.17,3.27,17.83,651.62
Construction,North America,USA,2002,200.46,105.38,11.94,40.91,10.84,14.44,383.97
Mining,North America,India,2003,180.31,201.13,14.65,12.8,0.3,9.49,418.68
Mining,Europe,Brazil,2012,1.06,633.02,8.19,86.49,4.19,14.73,747.68
Energy,Europe,USA,2014,94.03,272.55,87.19,14.86,48.34,2.59,519.56
Mining,Asia,Brazil,2011,76.5,638.79,54.61,2.81,20.15,16.12,808.98
Energy,North America,Brazil,2002,252.05,350.51,32.86,3.2,45.93,16.13,700.68
Energy,Asia,Canada,2020,259.94,916.88,0.17,59.36,20.04,15.63,1272.02
Energy,North America,USA,2007,85.53,452.87,47.26,14.85,38.98,11.01,650.5
Manufacturing,Europe,Brazil,2000,31.07,497.87,51.33,38.66,35,0.83,654.76
Manufacturing,South America,Canada,2017,61.96,348.39,33.72,129.69,8.19,16.23,598.18
Mining,South America,Brazil,2012,53.38,73.5,48.48,57.74,23.45,1.11,257.66
Energy,South America,Brazil,2006,71.61,493.89,10.16,115.14,6.17,19.29,716.26
Manufacturing,Oceania,Australia,2012,70.78,774.48,92.21,82.32,20.36,12.9,1053.05
Energy,South America,Germany,2016,144.21,953.04,25.91,176.96,14.2,0.42,1314.74
Construction,Africa,China,2012,96.23,77.04,94.85,139.31,30.9,2.22,440.55
Construction,North America,Brazil,2012,168.17,797.5,49.34,170.52,37.27,12.68,1235.48
Construction,South America,Australia,2010,103.57,267.43,85.69,103.83,45.7,19.96,626.18
Mining,Africa,Canada,2013,244.5,822.91,57.76,156.26,2.49,1.88,1285.8
Energy,Africa,USA,2020,285.26,342.34,84.46,123.15,37.18,1.45,873.84
Construction,Africa,South Africa,2009,121.47,114.88,1.11,148.81,6.45,13.57,406.29
Manufacturing,Asia,Brazil,2007,15.32,612.21,18.73,136.95,43.43,12.46,839.1
Construction,Asia,Australia,2005,72.25,893.96,35.46,60.17,32.51,17.38,1111.73
Construction,Africa,Germany,2018,31.01,182,29.68,25.17,45.12,17.26,330.24
Construction,Oceania,Australia,2022,103.76,22.29,94.68,161.31,6.57,12.67,401.28
Mining,South America,Germany,2018,193.71,883.9,39.53,15.56,24.26,6.07,1163.03
Manufacturing,North America,South Africa,2011,155.91,697.98,97.21,121.07,24.69,13.85,1110.71
Energy,Oceania,Brazil,2020,73.24,808.79,65.14,197.76,37.09,3.77,1185.79
Manufacturing,Europe,India,2006,230.29,60.31,83.57,36.62,48.5,2.14,461.43
Energy,Asia,South Africa,2017,39.88,890.51,39.45,148.72,0.75,13.92,1133.23
Mining,South America,China,2019,68.84,419.45,19.09,190.64,32.55,8.54,739.11
Mining,South America,USA,2017,202.98,897.67,5.14,99.15,2.14,15.08,1222.16
Mining,Europe,Australia,2022,59.57,65.39,65.67,114.64,21.17,1.66,328.1
Mining,Europe,USA,2002,203.79,884.87,97.18,73.6,42.48,19.83,1321.75
Energy,South America,USA,2008,293.09,673.54,11.91,88.41,28.17,10.34,1105.46
Construction,Europe,Canada,2005,249.49,554.49,77.2,126.06,42.5,17.86,1067.6
Energy,South America,Canada,2000,48.42,62.25,36.52,174.3,32.14,9.67,363.3
Manufacturing,Oceania,USA,2009,156.39,688.57,99.35,190.47,45.29,4.99,1185.06
Mining,Europe,Germany,2007,126.99,597.98,87.02,108.69,39.63,6.5,966.81
Mining,Oceania,Australia,2022,297.5,726.43,23.15,156.47,36.24,17.97,1257.76
Manufacturing,Oceania,Canada,2016,289.34,716.86,76.6,147.32,37.21,14.04,1281.37
Energy,Europe,China,2002,38.57,444.01,73.45,49.48,28.35,3.91,637.77
Construction,South America,Brazil,2002,272.66,205.08,76.37,92.43,42.48,7.08,696.1
Construction,Africa,Brazil,2002,58.43,919.01,8.37,136.73,23.34,0.75,1146.63
Manufacturing,South America,India,2006,96.18,925.63,80.96,25.87,3.39,12.87,1144.9
Construction,North America,Brazil,2021,106.35,212.33,26.22,176.81,37.5,7.51,566.72
Energy,Europe,Canada,2010,86.4,630.84,59.08,80.57,36.94,1.19,895.02
Energy,Asia,China,2017,256.05,203.27,11.63,90.75,6.85,16.51,585.06
Manufacturing,Europe,Brazil,2004,99.31,861.29,55.86,173.96,12.57,8.7,1211.69
Energy,North America,Germany,2021,245.11,98.66,90.65,34.54,12.33,14.97,496.26
Mining,Oceania,South Africa,2001,298.32,990.2,17.8,7.2,29.66,12.05,1355.23
Manufacturing,Asia,Brazil,2013,252.31,611.06,85.52,57.28,27.95,9.46,1043.58
Energy,Asia,USA,2000,104.17,23.4,43.6,30.13,6.05,2.18,209.53
Manufacturing,South America,USA,2003,213.52,881.96,32.3,197.12,22,12.63,1359.53
Construction,Africa,South Africa,2013,160.41,684.62,5.8,113.28,1.33,11.18,976.62
Energy,South America,USA,2014,236.06,697.47,52.9,112.95,7.94,19.77,1127.09
Mining,Asia,USA,2019,46.35,275.39,20.07,158.84,3.55,11.7,515.9
Energy,Asia,Germany,2019,191.62,337.13,94.02,51.78,24.74,10.89,710.18
Manufacturing,Africa,Germany,2016,232.21,914.46,23.89,104.58,3.21,18.82,1297.17
Manufacturing,Europe,Germany,2002,228.49,635.14,58.72,28.52,47.57,9.64,1008.08
Energy,Africa,Canada,2022,289.1,17.45,55.9,18.79,31.35,4.04,416.63
Mining,Oceania,Brazil,2003,17.99,327.74,33.75,88,38.61,7.92,514.01
Mining,South America,South Africa,2017,104.06,598.74,85.22,182.59,20.65,5.89,997.15
Mining,Europe,USA,2000,143.23,148.43,18.41,88.27,47.47,10.2,456.01
Manufacturing,South America,India,2004,93.27,98.74,81.72,90.4,38.77,17.67,420.57
Energy,Africa,South Africa,2017,93.28,59.86,20.83,173.03,15.72,0.26,362.98
Construction,Europe,India,2012,53.25,630.76,4.01,57.28,6.14,10.62,762.06
Manufacturing,Africa,USA,2013,243.98,320.94,94.39,98.03,23.04,11.44,791.82
Mining,Oceania,China,2019,272.47,373.99,63.77,32.97,27.56,5.7,776.46
Energy,North America,South Africa,2002,25.16,60.51,63.08,169.25,26.63,10.83,355.46
Mining,Asia,Canada,2022,46.89,738.15,26.58,7.53,47.03,17.9,884.08
Construction,Europe,Brazil,2005,68.92,766.87,14,82.68,34.75,17.29,984.51
Mining,Asia,India,2010,152.94,829.52,70.64,55.39,23.31,4.05,1135.85
Mining,North America,South Africa,2008,237.46,651.84,51.92,51.53,35.65,10.49,1038.89
Construction,Europe,South Africa,2019,21.9,773.4,31.86,48.91,17.46,14.66,908.19
Energy,Asia,Germany,2018,191.23,577.44,31.75,73.97,39.98,19.04,933.41
Manufacturing,Asia,China,2006,45.23,491.89,88.94,180.31,44.11,15.04,865.52
Energy,Europe,Germany,2021,291.45,260.18,88.98,141.78,47.36,13.26,843.01
Construction,Asia,China,2020,269.68,53.85,27.54,177.9,1.81,4.96,535.74
Mining,Asia,China,2009,284.9,292.18,79.44,39.37,14.54,10.19,720.62
Energy,Europe,Brazil,2006,32.3,683.78,22.75,169.84,8.35,8,925.02
Manufacturing,Asia,South Africa,2004,146.67,926.87,80.82,86.03,33.37,8.13,1281.89
Construction,Asia,Germany,2003,49.99,256.59,12.72,196.22,12.85,5.12,533.49
Energy,South America,Canada,2016,180.31,670.01,75.84,118.77,23.17,6.75,1074.85
Manufacturing,Oceania,Germany,2004,70.21,478.51,55.61,97.53,39.29,14.91,756.06
Construction,South America,India,2016,231.3,627.73,11.85,185.05,42.56,8.02,1106.51
Manufacturing,North America,South Africa,2016,193.38,2.12,61.61,76.33,30.28,1.36,365.08
Construction,South America,USA,2016,171.7,123.09,19.32,149.77,22.62,1.09,487.59
Mining,South America,USA,2000,247.66,217.41,19.49,94.73,3.27,4.13,586.69
Energy,North America,India,2001,150.33,893.5,44.79,146.75,36.89,4.56,1276.82
Manufacturing,Asia,China,2022,81.32,41.01,96.43,55.21,35.58,18.84,328.39
Construction,Asia,Canada,2018,186.4,569.85,89.23,81.4,11.87,11.64,950.39
Manufacturing,South America,India,2008,287.14,928.67,82.67,69.13,36.48,16.01,1420.1
Manufacturing,North America,India,2019,180.55,652.24,85.13,173.78,11.64,2.03,1105.37
Energy,Asia,Germany,2022,189.07,484.66,49.78,185.72,33.78,2.53,945.54
Mining,Africa,India,2014,280.46,386.3,37.53,147.13,7.45,1.56,860.43
Manufacturing,Europe,Australia,2018,154.82,624.38,88.41,164.34,45.62,12.69,1090.26
Construction,Europe,Canada,2004,298.91,480.64,8.18,70.84,19.96,11.62,890.15
Construction,Oceania,China,2012,48.32,705.56,99.61,30.22,30.19,7.76,921.66
Mining,Europe,USA,2003,161.34,617.97,55.34,137.35,10.41,1.64,984.05
Construction,South America,Brazil,2012,64.26,567.62,54.09,127.5,42.63,8.75,864.85
Mining,Europe,Canada,2005,136.27,956.83,29.27,52.83,48.42,7.86,1231.48
Construction,Europe,Canada,2011,51.59,835.77,17.12,182.48,15.32,2.08,1104.36
Energy,Africa,South Africa,2008,67.15,609.05,68.06,71.57,10.3,7.11,833.24
Manufacturing,Asia,India,2014,63.63,538.88,36.24,163.06,26.89,16.76,845.46
Energy,Africa,South Africa,2020,96.35,724.08,30.31,25.91,47.9,17.92,942.47
Manufacturing,South America,India,2014,40.81,804.01,16.32,57.42,38.18,5.07,961.81
Manufacturing,Europe,Australia,2016,242.9,295.59,53.56,122.92,49.19,5.77,769.93
Manufacturing,Asia,South Africa,2004,66.59,667.11,58.87,48.46,43.79,5.78,890.6
Energy,Oceania,Germany,2004,125.26,135.59,44.36,191.3,34.35,12.56,543.42
Manufacturing,Oceania,Germany,2004,5.31,430.74,1.3,110.36,9.31,7.55,564.57
Energy,Europe,South Africa,2020,31.91,938.47,49.22,146.32,44.04,13.43,1223.39
Mining,Europe,India,2013,268.93,326.64,27.27,112.34,30.34,0.24,765.76
Construction,Oceania,Australia,2001,251.23,154.66,13.95,81.41,22.64,12.37,536.26
Construction,Oceania,Australia,2008,252.36,146.57,57.8,164.45,25.08,7.76,654.02
Manufacturing,South America,India,2013,123.7,394.03,67.16,4.62,48.2,12.58,650.29
Energy,Europe,China,2014,42.89,225.56,51.93,85.42,0.65,18.33,424.78
Construction,Oceania,USA,2003,32.81,427.21,61.47,176.24,37.53,19.25,754.51
Energy,North America,Canada,2022,181.88,719.03,60.69,17.12,38.13,11.06,1027.91
Energy,Oceania,Canada,2005,248.54,888.22,12.51,41.57,4.86,3.62,1199.32
Manufacturing,Asia,USA,2013,270.08,110.61,21.66,192.13,48.31,18.53,661.32
Construction,Asia,Australia,2004,86.98,768.52,1.05,191.8,24.83,9.66,1082.84
Manufacturing,North America,Brazil,2010,96.65,103.93,98.19,76.97,35.79,7.29,418.82
Manufacturing,South America,USA,2020,30.71,379.74,21.2,150.48,21.38,2.94,606.45
Construction,Europe,Brazil,2013,232.44,996.55,81.49,125.2,15.9,18.28,1469.86
Construction,Europe,Germany,2006,83.07,69.14,78.15,98.65,28.54,19.32,376.87
Mining,Oceania,Canada,2013,144.54,23.37,70.53,162.81,44.62,19.27,465.14
Mining,Asia,Brazil,2012,278.7,333.98,45.03,130.21,32.04,9.33,829.29
Energy,South America,Brazil,2017,225.79,951.15,58.43,18.3,32.69,17.05,1303.41
Construction,South America,USA,2001,16.29,20.53,18.71,167.94,15.9,14.08,253.45
Mining,South America,Australia,2008,2.94,223.1,10.7,54.96,11.78,9.42,312.9
Energy,Oceania,India,2010,236.33,603.36,35.24,126.63,31.44,16.61,1049.61
Energy,Europe,Australia,2019,165.97,234.14,82.58,155.11,7.38,9.45,654.63
Energy,South America,Germany,2010,216.24,54.28,56.45,179.54,22.38,15.76,544.65
Mining,Oceania,China,2005,47.47,52.92,76.41,185.06,12.56,19.08,393.5
Construction,Oceania,Brazil,2000,261.68,559.38,89.04,185.17,35.32,13.29,1143.88
Manufacturing,North America,Brazil,2004,232.11,562.11,56.1,131.47,26.8,18.71,1027.3
Energy,Africa,South Africa,2021,267.31,706.62,36.79,124.87,5.1,10.73,1151.42
Mining,South America,Brazil,2013,102.66,132.18,85.58,3.05,28.04,4.63,356.14
Mining,Africa,Australia,2015,83.07,500.1,23.04,17,30.12,11.33,664.66
Manufacturing,Europe,India,2008,45.94,601.15,2.57,78.58,14.6,10.98,753.82
Manufacturing,Oceania,China,2018,279.06,222.76,5.16,158.59,16.61,5.33,687.51
Mining,South America,Australia,2019,53.46,547.57,58.27,118.45,43.75,13.75,835.25
Construction,Asia,South Africa,2007,36.24,708.38,89.24,47.13,5.68,3.19,889.86
Manufacturing,Europe,Australia,2007,58.21,990.85,56.47,24.66,48.4,9.78,1188.37
Mining,North America,USA,2015,231.53,596.62,40.98,93.69,10.77,5.01,978.6
Manufacturing,North America,Germany,2017,266.91,861.26,57.75,182.6,12.16,19.6,1400.28
Construction,Africa,India,2007,243.37,833.76,67.14,10.72,19.61,4.1,1178.7
Energy,Oceania,China,2022,169.19,940.3,75.87,92.58,47.41,18.99,1344.34
Manufacturing,Africa,Germany,2008,298.17,723.19,34.8,11.9,44.81,18.59,1131.46
Construction,Asia,USA,2004,21.12,213.49,38.75,50.09,37.36,7.19,368
Mining,Asia,Germany,2001,260.22,298.44,2.46,190.77,39.75,0.48,792.12
Manufacturing,North America,South Africa,2020,128.6,784.79,65,21.02,26.13,14.63,1040.17
Manufacturing,South America,Brazil,2013,136.81,521.06,77.7,10.26,45.26,3.23,794.32
Mining,North America,Brazil,2017,38.71,251.68,51.14,17.52,6.45,12.8,378.3
Energy,North America,India,2012,10.51,656.84,37.72,138.37,27.15,4.06,874.65
Mining,Asia,Germany,2011,95.33,906.58,33.38,2.53,41.09,0.53,1079.44
Manufacturing,Africa,Australia,2014,52.87,358.01,64.54,78.79,28.54,0.8,583.55
Mining,Asia,Brazil,2020,145.26,596.45,33.14,190.67,40.75,12.84,1019.11
Construction,Oceania,India,2014,44.63,581.71,59.95,13.87,8.44,16.59,725.19
Mining,Asia,India,2022,41.81,127.41,92.7,186.42,2.02,17.41,467.77
Manufacturing,Asia,South Africa,2022,263.16,90.7,33.13,23.6,27.98,12.42,450.99
Mining,North America,India,2000,276.43,889.48,6.92,25.64,34.89,6.83,1240.19
Energy,South America,USA,2021,289.28,933.57,87.41,121.01,27.84,11.48,1470.59
Mining,North America,Australia,2006,204.31,904.29,27.43,48.86,18.25,13.43,1216.57
Energy,Europe,Brazil,2012,231.42,396.96,98.86,0.71,36.16,12.42,776.53
Construction,Asia,Brazil,2017,250.82,287.98,84.03,149.92,46.52,4.81,824.08
Energy,Asia,China,2000,197.85,942.2,42.75,74.23,28.54,12.26,1297.83
Mining,Europe,USA,2010,99.41,882.86,62.86,181.63,8.6,8.34,1243.7
Manufacturing,Asia,Brazil,2012,47.34,819.91,27.83,55.69,26.11,9.11,985.99
Energy,Asia,South Africa,2019,71.56,334.52,8.51,133.89,37.56,13.92,599.96
Construction,Oceania,Brazil,2008,252.2,638.92,52.63,65.34,9.97,13.17,1032.23
Energy,Asia,China,2015,208.98,750.55,42.52,29.75,22.23,4.08,1058.11
Energy,Europe,Canada,2010,137.01,576.37,96.99,194.97,33.46,0.13,1038.93
Energy,North America,Germany,2002,9.31,602.2,59.79,117.68,4.04,17.11,810.13
Construction,Asia,Germany,2016,80.23,756.81,74.74,167.96,10.3,14.02,1104.06
Mining,South America,USA,2001,218.8,766.94,13.61,50.11,36.1,17.86,1103.42
Energy,Europe,India,2008,153.96,240.33,72.39,78.7,15.72,5.46,566.56
Energy,Africa,China,2008,130.94,390.98,5.73,95.43,4.76,19.74,647.58
Manufacturing,Oceania,Canada,2015,94.45,781.29,61.34,125.96,37.28,8.71,1109.03
Construction,Europe,China,2000,182.28,261.82,83.87,79.03,10.51,18.34,635.85
Energy,North America,Canada,2016,289.93,915.64,48.36,49.55,5.22,12.88,1321.58
Construction,Europe,Canada,2009,270.39,838.97,21.59,38.06,31.25,5.59,1205.85
Energy,Africa,Brazil,2019,9.63,895.51,44.43,119.89,45.52,6.76,1121.74
Mining,Oceania,South Africa,2004,144.55,297.65,84.13,49.61,23.9,12.71,612.55
Mining,South America,Brazil,2007,99.18,105.56,71.47,79.38,11.26,13.62,380.47
Energy,Africa,South Africa,2012,153.43,101.04,60.58,7.03,29.13,11.06,362.27
Mining,Europe,China,2020,182.06,556.13,69.41,51.36,31.81,18.97,909.74
Energy,Africa,India,2004,60.41,305.94,83.44,96.65,46.9,13.11,606.45
Mining,Europe,Germany,2003,234.58,263.89,15.27,159.23,48.42,3.39,724.78
Manufacturing,South America,USA,2007,142.78,222.79,84.21,74.67,17.21,1.16,542.82
Manufacturing,South America,Australia,2022,297.61,562.32,80.68,59.1,36.82,16.57,1053.1
Manufacturing,North America,South Africa,2006,8.03,548.32,47.8,103.26,43.07,5.91,756.39
Construction,South America,Germany,2004,57.32,422.6,40.35,10.05,31.91,19.54,581.77
Construction,Asia,USA,2009,207.04,138.87,93.26,70.85,42.57,14.69,567.28
Manufacturing,Africa,India,2016,208.71,928.83,81.96,27.14,26.15,5.96,1278.75
Construction,Africa,China,2005,174.87,428.22,98.87,50.78,30.01,19.04,801.79
Mining,Europe,India,2009,291.6,124.08,64.21,78.19,5.12,1.3,564.5
Energy,South America,South Africa,2015,124.89,37.56,3.25,11.7,19.16,10.05,206.61
Energy,North America,China,2021,125.4,153.02,15.47,159.47,0.79,3.35,457.5
Energy,North America,Canada,2009,273.19,297.48,82.05,55.02,37.34,18.49,763.57
Manufacturing,North America,Brazil,2003,161.76,630.28,63.94,46.64,20.11,0.75,923.48
Construction,Oceania,Canada,2001,106.44,970.95,19.88,68.78,44.95,14.7,1225.7
Mining,Asia,USA,2000,215.82,272.43,1.29,73.63,5.27,17.26,585.7
Mining,South America,Brazil,2002,186.09,789.91,26.36,162.56,1.2,5.62,1171.74
Manufacturing,North America,China,2012,92.27,911.43,13.84,57.02,18.81,14.61,1107.98
Mining,Asia,Australia,2011,89.73,391.88,87.64,92.16,48.68,1.84,711.93
Mining,Africa,USA,2000,118.99,253.65,88.29,99.68,48.52,3.27,612.4
Mining,Europe,USA,2020,21.95,491.32,84.25,61.19,34.01,19.19,711.91
Mining,South America,Brazil,2009,282.81,896.76,9.55,156.69,12.75,4.6,1363.16
Construction,South America,USA,2005,55.31,11.48,13.59,124.84,24.07,5.9,235.19
Mining,Oceania,China,2008,58.55,486.89,13.64,144.23,48.79,17.88,769.98
Energy,Africa,Canada,2000,194.29,757.72,25.92,11.01,39.95,5.92,1034.81
Manufacturing,South America,Australia,2011,217.41,601.33,7.38,163.92,33.44,10.37,1033.85
Construction,Oceania,South Africa,2004,221.18,497.59,98.16,48.15,46.45,6.01,917.54
Mining,Oceania,South Africa,2000,112.83,553.84,85.53,18.45,34.77,14.31,819.73
Construction,Oceania,China,2001,262.06,619.42,7.01,132.24,14.84,19.43,1055
Mining,South America,Brazil,2013,163.43,682.23,14.45,43.68,28.19,2.41,934.39
Energy,South America,India,2001,131.86,356.51,26.31,81.36,13.45,16.04,625.53
Manufacturing,South America,China,2004,243.21,517.62,77.52,141.61,28.39,11.46,1019.81
Mining,Asia,South Africa,2009,73.45,273.93,71.44,20.62,48.09,10.88,498.41
Mining,Oceania,China,2019,258.13,984,63.09,25.63,25.36,12.44,1368.65
Mining,Asia,USA,2005,161.88,187.69,91.23,133.01,25.36,16.45,615.62
Mining,Europe,USA,2004,270.07,151.08,3.73,89.98,14.23,14.19,543.28
Manufacturing,South America,China,2001,60.88,269.19,16.21,44.32,11.36,10.12,412.08
Manufacturing,Africa,Brazil,2008,280.85,920.09,19.06,103.21,5.57,0.68,1329.46
Energy,North America,India,2009,206.52,659.03,6.06,123.76,33.1,8.1,1036.57
Manufacturing,Europe,USA,2007,185.69,456.2,61.87,81.07,28.34,17.98,831.15
Mining,North America,South Africa,2005,126.91,925.43,21.05,34.67,25.8,11.59,1145.45
Energy,North America,Australia,2004,286.92,900.2,48.32,129.54,46.83,7.71,1419.52
Energy,South America,USA,2020,133.45,401.89,68.57,24.33,32.13,1.42,661.79
Energy,Africa,South Africa,2017,149.81,563.86,59.58,130.74,18.08,19.37,941.44
Mining,North America,Canada,2019,234.56,905.42,29.08,54.24,12.93,4.7,1240.93
Construction,Oceania,Canada,2017,85.81,319.74,41.48,0.38,23.88,13.34,484.63
Mining,North America,Australia,2001,87.8,407.83,34.05,93.21,16.22,11.9,651.01
Manufacturing,Europe,India,2011,232.7,793.12,85.26,62.06,17.01,3.41,1193.56
Manufacturing,Africa,Australia,2007,39.01,698.79,42.05,45.96,34.57,4.27,864.65
Mining,Africa,USA,2003,246.98,49.13,6.26,99.75,14.59,18.81,435.52
Mining,North America,Australia,2019,187.74,117.82,61.97,67.39,0.87,19.93,455.72
Energy,Africa,Brazil,2022,161.96,846.34,19.85,59.07,17.63,7.4,1112.25
Mining,Europe,South Africa,2003,69.12,30.22,33.93,152.54,46.61,10.06,342.48
Energy,Europe,USA,2008,236.02,919.97,32.84,16.7,32.95,10.44,1248.92
Manufacturing,Europe,USA,2008,241.58,272.12,7.34,79.63,25.85,2.61,629.13
Energy,Oceania,China,2011,145.14,598.58,95.1,49.44,22.13,19.48,929.87
Mining,South America,Canada,2013,117.06,564.8,54.75,57.14,42.33,6.18,842.26
